AniList sync complete. Created: 0, updated: 2367, deleted: 0.
AniList sync complete. Created: 0, updated: 2371, deleted: 0.
AniList sync complete. Created: 0, updated: 2371, deleted: 0.
AniList sync complete. Created: 0, updated: 2371, deleted: 0.
AniList sync complete. Created: 0, updated: 2371, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2371, deleted: 0.
AniList sync complete. Created: 0, updated: 2371, deleted: 0.
AniList sync complete. Created: 0, updated: 2371, deleted: 0.
AniList sync complete. Created: 0, updated: 2371, deleted: 0.
AniList sync complete. Created: 0, updated: 2371, deleted: 0.
AniList sync complete. Created: 0, updated: 2371, deleted: 0.
AniList sync complete. Created: 0, updated: 2371, deleted: 0.
AniList sync failed: cURL error 28: Operation timed out after 25607076 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 1, updated: 2371, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync failed: AniList ANIME REPEATING list sync failed.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync complete. Created: 0, updated: 2372, deleted: 0.
AniList sync failed: cURL error 28: Operation timed out after 66484238 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2371, deleted: 1.
AniList sync complete. Created: 0, updated: 2371, deleted: 0.
AniList sync complete. Created: 0, updated: 2371, deleted: 0.
AniList sync complete. Created: 0, updated: 2371, deleted: 0.
AniList sync complete. Created: 2, updated: 2371, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 1, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2374, deleted: 0.
AniList sync complete. Created: 0, updated: 2374, deleted: 0.
AniList sync complete. Created: 0, updated: 2374, deleted: 0.
AniList sync complete. Created: 0, updated: 2374, deleted: 0.
AniList sync complete. Created: 0, updated: 2374, deleted: 0.
AniList sync complete. Created: 0, updated: 2374, deleted: 0.
AniList sync complete. Created: 0, updated: 2374, deleted: 0.
AniList sync complete. Created: 0, updated: 2374, deleted: 0.
AniList sync complete. Created: 0, updated: 2374, deleted: 0.
AniList sync complete. Created: 0, updated: 2374, deleted: 0.
AniList sync complete. Created: 0, updated: 2374, deleted: 0.
AniList sync complete. Created: 0, updated: 2374, deleted: 0.
AniList sync complete. Created: 0, updated: 2374, deleted: 0.
AniList sync complete. Created: 0, updated: 2374, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync failed: cURL error 28: Operation timed out after 19784407 milliseconds with 908994 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2373, deleted: 0.
AniList sync complete. Created: 2, updated: 2373, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync failed: Invalid token
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync failed: AniList ANIME PAUSED list sync failed.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2375, deleted: 0.
AniList sync complete. Created: 2, updated: 2375, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2377, deleted: 0.
AniList sync complete. Created: 1, updated: 2377, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2378, deleted: 0.
AniList sync complete. Created: 1, updated: 2378, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync failed: Invalid token
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync failed: AniList ANIME REPEATING list sync failed.
AniList sync failed: AniList ANIME PLANNING list sync failed.
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync failed: AniList MANGA REPEATING list sync failed.
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Operation timed out after 30014 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Operation timed out after 30011 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync failed: cURL error 28: Operation timed out after 30006 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Operation timed out after 30009 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: AniList ANIME COMPLETED list sync failed.
AniList sync failed: AniList MANGA PAUSED list sync failed.
AniList sync failed: cURL error 56: Recv failure: Connection was reset (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: AniList ANIME COMPLETED list sync failed.
AniList sync failed: AniList MANGA DROPPED list sync failed.
AniList sync failed: cURL error 28: Resolving timed out after 10012 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10009 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10015 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10009 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10013 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10010 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10013 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10002 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10012 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10011 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10007 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10007 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync failed: cURL error 28: Resolving timed out after 10014 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10005 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10007 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10008 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
